2.320000 1.542089265838363e+03
2.340000 5.311791864603906e+02
2.360000 1.602855214449135e+02
2.380000 6.250754376844382e+01
2.400000 4.808537811191636e+01
2.420000 4.516518737874423e+01
2.440000 4.105893403604046e+01
2.460000 3.636308685812295e+01
2.480000 3.171926599889198e+01
2.500000 2.743383346649065e+01
2.520000 2.359205842112985e+01
2.540000 2.017132101520253e+01
2.560000 1.712931833291951e+01
2.580000 1.442881412103828e+01
2.600000 1.203739061911327e+01
2.620000 9.926238932035503e+00
2.640000 8.068961389099895e+00
2.660000 6.440685552794353e+00
2.680000 5.017969338420790e+00
2.700000 3.779017783437926e+00
2.720000 2.703911803331785e+00
2.740000 1.774832301067114e+00
2.760000 9.761634696417929e-01
2.780000 2.942894309796675e-01
2.800000 -2.827299320736126e-01
2.820000 -7.654877901738697e-01
2.840000 -1.163557103198453e+00
2.860000 -1.485763309682631e+00
2.880000 -1.740319821843591e+00
2.900000 -1.934909474320777e+00
2.920000 -2.076763894213007e+00
2.940000 -2.172742084064877e+00
2.960000 -2.229388541534704e+00
2.980000 -2.252939433715584e+00
3.000000 -2.249308308137984e+00
3.020000 -2.224071016721628e+00
3.040000 -2.182449472757831e+00
3.060000 -2.129265066683801e+00
3.080000 -2.068815061867270e+00
3.100000 -2.004718649183080e+00
3.120000 -1.939761834620229e+00
3.140000 -1.875745780795995e+00
3.160000 -1.813424950054046e+00
3.180000 -1.752673205429579e+00
3.200000 -1.692739713198459e+00
3.220000 -1.632508299333421e+00
3.240000 -1.570753351291201e+00
3.260000 -1.506305898403628e+00
3.280000 -1.437991684109539e+00
3.300000 -1.364479416790659e+00
3.320000 -1.284125565938402e+00
3.340000 -1.194827702695880e+00
3.360000 -1.094099994155439e+00
3.380000 -9.797126264201973e-01
3.400000 -8.505533814211034e-01
3.420000 -7.074977581092073e-01
3.440000 -5.542575520827541e-01
3.460000 -3.976693545196203e-01
3.480000 -2.465613078079422e-01
3.500000 -1.100597804820865e-01
3.520000 4.125499406554364e-03
3.540000 9.139091487356997e-02
3.560000 1.512681334103515e-01
3.580000 1.867771414097451e-01
3.600000 2.031189814165189e-01
3.620000 2.063430933326293e-01
3.640000 2.020282994951660e-01
3.660000 1.943185304439022e-01
3.680000 1.858590462855362e-01
3.700000 1.780873987475411e-01
3.720000 1.715380371046898e-01
3.740000 1.661455617203070e-01
3.760000 1.615128155704155e-01
3.780000 1.570897183398416e-01
3.800000 1.523169385012150e-01
3.820000 1.467682130086946e-01
3.840000 1.402900872259922e-01
3.860000 1.330745809461332e-01
3.880000 1.255615898748588e-01
3.900000 1.182742132057651e-01
3.920000 1.116515014297394e-01
3.940000 1.058839404210847e-01
3.960000 1.008200787175080e-01
3.980000 9.605374906145842e-02
4.000000 9.108243313533106e-02
4.020000 8.546836257335635e-02
4.040000 7.899706859672902e-02
4.060000 7.176959585292665e-02
4.080000 6.412632538874302e-02
4.100000 5.650446182751175e-02
4.120000 4.929296916956816e-02
4.140000 4.268973898185288e-02
4.160000 3.661680070520226e-02
4.180000 3.078286964499764e-02
4.200000 2.480393707950150e-02
4.220000 1.832609275733533e-02
4.240000 1.114658702459321e-02
4.260000 3.289123322484132e-03
4.280000 -5.037033759068628e-03
4.300000 -1.352372005729947e-02
4.320000 -2.185229378283678e-02
4.340000 -2.978098535114472e-02
4.360000 -3.720437222930992e-02
4.380000 -4.414209420639555e-02
4.400000 -5.069969367914044e-02
4.420000 -5.702838382286333e-02
4.440000 -6.328509301117867e-02
4.460000 -6.959969170479963e-02
4.480000 -7.606045176187147e-02
4.500000 -8.270668821739251e-02
4.520000 -8.952167731144600e-02
4.540000 -9.642592059728188e-02
4.560000 -1.032794071254908e-01
4.580000 -1.099067168982586e-01
4.600000 -1.161311223997133e-01
4.620000 -1.218090362061215e-01
4.640000 -1.268638788252780e-01
4.660000 -1.313048724949101e-01
4.680000 -1.352075701078141e-01
4.700000 -1.386793100960055e-01
4.720000 -1.418240915440628e-01
4.740000 -1.447079698976427e-01
4.760000 -1.473379881464382e-01
4.780000 -1.496754672884174e-01
4.800000 -1.516628322685066e-01
4.820000 -1.532509585124440e-01
4.840000 -1.544260617526271e-01
4.860000 -1.552247134458110e-01
